sample	is_target_pos	seg_idx	chr	start	end	gene	depth	anchor_ratio	copy_ratio	z_score	p_value	neglog10_p	cn_abs
A269010002	TRUE	22	chr7	116781980	116782099	MET	720.508333333333	1.09525261492555	1.43903148875621	-10.3610511343963	3.7284192378185e-25	24.4284752598282	2.87806297751242
A269010002	TRUE	23	chr7	116783246	116783485	MET	970.25	0.644038478055484	1.4713954668279	-16.2337161177169	2.91278618482862e-59	58.5356913939021	2.9427909336558
A269010002	TRUE	24	chr7	116795587	116795872	MET	482.555944055944	1.66193565477101	1.62386377831568	-24.8284727699973	1e-100	100	3.24772755663136
A269010002	TRUE	25	chr7	116795873	116796158	MET	936.821678321678	0.711577482038936	1.53927250818344	-26.7149224263209	1e-100	100	3.07854501636688
A269010003	TRUE	1	chr7	116699007	116699226	MET	1249.86363636364	0.867801436924432	0.986996480234531	0.591390815039897	0.554258593154752	0.256287564914853	1.97399296046906
A269010003	TRUE	2	chr7	116699227	116699446	MET	1303.16363636364	0.908108472621406	0.977789337857095	2.58878843909305	0.00963142470359013	2.01630946623554	1.95557867571419
A269010003	TRUE	3	chr7	116699447	116699666	MET	1420.2	0.872176160634652	0.948654952006074	1.65843114083953	0.0972304754265186	1.01219759067918	1.89730990401215
A269010003	TRUE	4	chr7	116699667	116699886	MET	1132.35454545455	1.19621223677133	1.00952935185618	-0.300029081643859	0.764154972949622	0.116818556251946	2.01905870371236
A269010003	TRUE	5	chr7	116699887	116700106	MET	1287.63181818182	0.954046481854756	1.03664603014897	-4.69104792192842	2.71809292303703e-06	5.56573570018911	2.07329206029794
A269010003	TRUE	6	chr7	116700107	116700326	MET	1511.82272727273	0.704887512865766	1.05768714216393	-2.65249029043922	0.00799004259085579	2.0974509056767	2.11537428432786
A269010003	TRUE	7	chr7	116731660	116731899	MET	1155.40833333333	0.787152660985144	1.02380572321953	-1.37388998289779	0.169475839917188	0.770892205062738	2.04761144643907
A269010003	TRUE	8	chr7	116739882	116740121	MET	698.2125	1.31901415980298	1.11793725605984	-3.76172518663726	0.000168745398822287	3.77276806023521	2.23587451211968
A269010003	TRUE	9	chr7	116740814	116741053	MET	1231.50833333333	1.06420136840489	0.990809411094762	0.250450605768535	0.802238898505139	0.0956962840190811	1.98161882218952
A269010003	TRUE	10	chr7	116755327	116755566	MET	1132.56666666667	0.888927229962158	1.05756704339425	-6.31044763580217	2.78229541662433e-10	9.55559675967883	2.11513408678849
A269010003	TRUE	11	chr7	116757429	116757548	MET	813.208333333333	1.03700783000368	0.869708709529766	2.99346415421344	0.00275829908007015	2.55935864541833	1.73941741905953
A269010003	TRUE	12	chr7	116757550	116757789	MET	840.183333333333	1.27139524222006	1.02896870593263	-2.00075229015477	0.045419091239612	1.34276155953879	2.05793741186526
A269010003	TRUE	13	chr7	116758451	116758690	MET	818.833333333333	1.15968264468417	1.07606033425298	-8.44679109937472	2.99418803196896e-17	16.523720929884	2.15212066850595
A269010003	TRUE	14	chr7	116759383	116759502	MET	883.808333333333	1.06900525387094	0.971038865610247	1.23245722351042	0.217778336369036	0.661985324136364	1.94207773122049
A269010003	TRUE	15	chr7	116763042	116763281	MET	196.079166666667	5.03499870159224	1.38624694531343	-17.6938265922033	4.67874810823596e-70	69.3298703354763	2.77249389062686
A269010003	TRUE	16	chr7	116769637	116769876	MET	1078.92083333333	0.828304517245241	1.04826222451122	-3.51151177754567	0.00044556571942695	3.35108822994477	2.09652444902245
A269010003	TRUE	17	chr7	116771420	116771659	MET	985.704166666667	1.10443124794678	1.07442071811263	-3.9339673560763	8.35551361728873e-05	4.07802684866726	2.14884143622527
A269010003	TRUE	18	chr7	116771811	116772050	MET	756.733333333333	1.43311100833015	0.868331648486675	15.4528211371097	7.22124023094481e-54	53.1413882069734	1.73666329697335
A269010003	TRUE	19	chr7	116774873	116775112	MET	1177.71666666667	0.76378451201909	1.0248780853722	-1.42864720016765	0.153105660611876	0.815008752299413	2.04975617074441
A269010003	TRUE	20	chr7	116777361	116777480	MET	650.408333333333	1.43077041345821	1.042890822806	-1.21630557629812	0.223868538094746	0.650006936755627	2.08578164561199
A269010003	TRUE	21	chr7	116778748	116778987	MET	809.854166666667	1.11982358944112	1.09303964288715	-2.70167936341995	0.00689902578157531	2.16121223209718	2.1860792857743
A269010003	TRUE	22	chr7	116781980	116782099	MET	680.666666666667	1.50112465257804	1.0499481161099	-1.61558464888299	0.106184145124489	0.973940325052927	2.09989623221981
A269010003	TRUE	23	chr7	116783246	116783485	MET	1030.60833333333	0.885506941693013	1.07016134200121	-3.32208383266569	0.000893478450860366	3.04891591745637	2.14032268400241
A269010003	TRUE	24	chr7	116795587	116795872	MET	487.723776223776	2.6408075591462	1.02194387558726	-1.38770168903283	0.165227901503027	0.781916612913791	2.04388775117451
A269010003	TRUE	25	chr7	116795873	116796158	MET	1214.52447552448	0.95786787837086	1.14348928519018	-9.56860269086364	1.08360231447142e-21	20.9651300760262	2.28697857038036
A269010004	TRUE	1	chr7	116699007	116699226	MET	1180.59090909091	0.865791077914244	0.989288277086773	0.486032962788772	0.62694379526874	0.202771391384191	1.97857655417355
A269010004	TRUE	2	chr7	116699227	116699446	MET	1339.99545454545	0.855053160515018	1.03846032404825	-4.22088366703654	2.43346502656504e-05	4.61377489099802	2.07692064809649
A269010004	TRUE	3	chr7	116699447	116699666	MET	1468.27272727273	0.828194139165789	0.999034157185793	0.0296232888927175	0.976367491611766	0.0103866889523682	1.99806831437159
A269010004	TRUE	4	chr7	116699667	116699886	MET	1047.53636363636	1.26938183964106	0.951338144566227	1.62582086964503	0.103987767393608	0.983017745950398	1.90267628913245
A269010004	TRUE	5	chr7	116699887	116700106	MET	1239.28181818182	0.959728630707423	1.0305084857824	-3.92864244558193	8.54267438753952e-05	4.06840614688412	2.0610169715648
A269010004	TRUE	6	chr7	116700107	116700326	MET	1420.47727272727	0.732468128128997	1.0178606145423	-0.853375344499841	0.393451189723342	0.405109137126106	2.03572122908461
A269010004	TRUE	7	chr7	116731660	116731899	MET	1093.79583333333	0.792718219523192	1.0166177331572	-0.965833422737289	0.334127541182344	0.476087725228231	2.03323546631439
A269010004	TRUE	8	chr7	116739882	116740121	MET	654.066666666667	1.79957059801525	0.819403846751295	7.85893998534389	3.87397779349554e-15	14.4118428730826	1.63880769350259
A269010004	TRUE	9	chr7	116740814	116741053	MET	1237.24583333333	1.06681762104593	0.988379560211714	0.317444405804776	0.75090641723514	0.124414184182034	1.97675912042343
A269010004	TRUE	10	chr7	116755327	116755566	MET	1036.8	0.933693306034886	1.00686182101491	-0.790066528897014	0.429488915969557	0.367048039738148	2.01372364202982
A269010004	TRUE	11	chr7	116757429	116757548	MET	830.266666666667	0.951020665138619	0.948343999941688	1.08839708191	0.276419848828772	0.558430774874884	1.89668799988338
A269010004	TRUE	12	chr7	116757550	116757789	MET	735.095833333333	1.38543664311846	0.944269753232027	4.19431729963987	2.73694644339514e-05	4.562733700787	1.88853950646405
A269010004	TRUE	13	chr7	116758451	116758690	MET	668.945833333333	1.34340099783864	0.928902461940937	9.14649276524442	5.88119187178602e-20	19.2305346516643	1.85780492388187
A269010004	TRUE	14	chr7	116759383	116759502	MET	877.625	1.03244116911116	1.00542837704147	-0.223106264596407	0.823452802792371	0.084361287901929	2.01085675408294
A269010004	TRUE	15	chr7	116763042	116763281	MET	171.8	10.3354062250426	0.675324357626844	30.5305484037286	1e-100	100	1.35064871525369
A269010004	TRUE	16	chr7	116769637	116769876	MET	1043.5875	0.791612266979689	1.09685053155255	-6.73459196815057	1.64390597791863e-11	10.7841230252624	2.1937010631051
A269010004	TRUE	17	chr7	116771420	116771659	MET	767.175	1.43476264061559	0.827052350635429	11.876621965397	1.56567498605223e-32	31.805298386859	1.65410470127086
A269010004	TRUE	18	chr7	116771811	116772050	MET	798.533333333333	1.23363318862359	1.00874040663268	-0.883007170290909	0.377232397435573	0.423391016297117	2.01748081326535
A269010004	TRUE	19	chr7	116774873	116775112	MET	1053.21666666667	0.825511606867928	0.948243491433192	3.21236842600386	0.00131645433380668	2.88059420144188	1.89648698286638
A269010004	TRUE	20	chr7	116777361	116777480	MET	536.625	1.65116701607268	0.903686495195974	3.15200255347797	0.00162154855280027	2.79007004304556	1.80737299039195
A269010004	TRUE	21	chr7	116778748	116778987	MET	742.4	1.36726024673631	0.895229404366196	3.71455470469591	0.000203561831702112	3.69130364988687	1.79045880873239
A269010004	TRUE	22	chr7	116781980	116782099	MET	626.733333333333	1.58254102186919	0.995931845835417	0.138722282745434	0.88966960926274	0.050771244494024	1.99186369167083
A269010004	TRUE	23	chr7	116783246	116783485	MET	925.458333333333	0.998799693845392	0.948774116484929	2.73582672972052	0.00622237803488462	2.20604360726187	1.89754823296986
A269010004	TRUE	24	chr7	116795587	116795872	MET	486.996503496504	2.62771407036044	1.02703606230027	-1.70124779440824	0.0888964665133136	1.05111550117003	2.05407212460053
A269010004	TRUE	25	chr7	116795873	116796158	MET	1146.31118881119	1.03753009106506	1.05569145895379	-4.02265453360022	5.7545873021636e-05	4.23998581692035	2.11138291790758
A269010005	FALSE	1	chr7	116699007	116699226	MET	1454.13181818182	0.856710727807665	0.999773827950914	0.0101546842975314	0.991897873424737	0.0035330408411076	1.99954765590183
A269010005	FALSE	2	chr7	116699227	116699446	MET	1486.33181818182	0.890268395144035	0.997383246434627	0.299006829190541	0.76493483485847	0.116375561012168	1.99476649286925
A269010005	FALSE	3	chr7	116699447	116699666	MET	1726.95454545455	0.809016682897727	1.02271591093048	-0.680584889508105	0.496134190825824	0.304400842757559	2.04543182186097
A269010005	FALSE	4	chr7	116699667	116699886	MET	1363.22272727273	1.15352523598825	1.04688768515377	-1.42356611279492	0.154572111251179	0.810868861144117	2.09377537030754
A269010005	FALSE	5	chr7	116699887	116700106	MET	1449.62727272727	0.989607568925763	0.999394637882477	0.0803806750260543	0.93593449626117	0.0287545453941533	1.99878927576495
A269010005	FALSE	6	chr7	116700107	116700326	MET	1745.51363636364	0.718234210324973	1.03803250849427	-1.78187001425555	0.0747704314383625	1.12627011339158	2.07606501698854
A269010005	FALSE	7	chr7	116731660	116731899	MET	1281.70833333333	0.823724813559344	0.978350276813673	1.30751327161358	0.191038450538413	0.718879212982393	1.95670055362735
A269010005	FALSE	8	chr7	116739882	116740121	MET	860.295833333333	1.44367047715844	1.02140695805916	-0.747325190355839	0.454867290416353	0.342115292236728	2.04281391611832
A269010005	FALSE	9	chr7	116740814	116741053	MET	1289.35833333333	1.06084157435605	0.993947406101178	0.164417106121168	0.869402798086132	0.0607789664094889	1.98789481220236
A269010005	FALSE	10	chr7	116755327	116755566	MET	1218.4875	0.956516534356377	0.982837315003963	2.02440660517554	0.0429283327045099	1.36725597877638	1.96567463000793
A269010005	FALSE	11	chr7	116757429	116757548	MET	1102.63333333333	0.885519353576882	1.01849241121804	-0.362800803783492	0.716753691400365	0.14463006168712	2.03698482243609
A269010005	FALSE	12	chr7	116757550	116757789	MET	945.995833333333	1.29447853060977	1.01062001893522	-0.746799104653966	0.455184836148725	0.341812214290108	2.02124003787044
A269010005	FALSE	13	chr7	116758451	116758690	MET	902.6	1.23669199473127	1.0090535877831	-1.07220204855032	0.283629290498484	0.547248921426187	2.0181071755662
A269010005	FALSE	14	chr7	116759383	116759502	MET	1010.38333333333	1.07939499371464	0.96169211001979	1.64605778446461	0.0997518627667573	1.00107898554828	1.92338422003958
A269010005	FALSE	15	chr7	116763042	116763281	MET	237.125	6.99249078329261	0.998178157977168	0.115904410901997	0.907728299865582	0.0420441245260935	1.99635631595434
A269010005	FALSE	16	chr7	116769637	116769876	MET	1237.3125	0.883115286827971	0.98320156922992	1.30311540926824	0.192535363621705	0.71548949049194	1.96640313845984
A269010005	FALSE	17	chr7	116771420	116771659	MET	1127.1875	1.19939468860301	0.989352233923208	0.611249944160813	0.54103412365111	0.266775342571765	1.97870446784642
A269010005	FALSE	18	chr7	116771811	116772050	MET	1009.47916666667	1.25106135131107	0.994687944778742	0.54423658941592	0.586278676095662	0.231895901521156	1.98937588955748
A269010005	FALSE	19	chr7	116774873	116775112	MET	1321.63333333333	0.794764283373706	0.984928518669975	0.900599029613399	0.367801550741364	0.434386444002244	1.96985703733995
A269010005	FALSE	20	chr7	116777361	116777480	MET	717.208333333333	1.48960320687852	1.0017012093205	-0.0502269401181388	0.95994154353296	0.017755212891726	2.003402418641
A269010005	FALSE	21	chr7	116778748	116778987	MET	952.429166666667	1.20352112317855	1.01702542043189	-0.531334139499838	0.595187251819379	0.22534637941747	2.03405084086378
A269010005	FALSE	22	chr7	116781980	116782099	MET	729.191666666667	1.59989592246247	0.985128456727731	0.512674384437044	0.608179110904415	0.215968500625199	1.97025691345546
A269010005	FALSE	23	chr7	116783246	116783485	MET	1144.425	0.95051153781739	0.996974007542912	0.153796327221887	0.877770329835528	0.0566191031521104	1.99394801508582
A269010005	FALSE	24	chr7	116795587	116795872	MET	540.93006993007	2.68494782358099	1.00514322400298	-0.330687150721402	0.740880809008438	0.130251654576047	2.01028644800597
A269010005	FALSE	25	chr7	116795873	116796158	MET	1195.05594405594	1.09421724297721	1.00100017850636	-0.0761911470689443	0.939267025832839	0.02721092385762	2.00200035701273
A269010006	FALSE	1	chr7	116699007	116699226	MET	1178.97272727273	0.836658165429072	1.02373585674339	-1.04074960375945	0.297991774993355	0.525795722918027	2.04747171348678
A269010006	FALSE	2	chr7	116699227	116699446	MET	1221.19090909091	0.895658237239853	0.991381249262287	0.99079537814368	0.321785506596894	0.492433520668135	1.98276249852457
A269010006	FALSE	3	chr7	116699447	116699666	MET	1341.35	0.852514455698748	0.97053396370804	0.93028954314295	0.352221190500579	0.45318451934935	1.94106792741608
A269010006	FALSE	4	chr7	116699667	116699886	MET	1022.35	1.21725614337733	0.992076623018404	0.253854019023727	0.799608338830164	0.0971226854280552	1.98415324603681
A269010006	FALSE	5	chr7	116699887	116700106	MET	1161.58181818182	0.982141645926923	1.00699171254358	-0.921363687518179	0.356860580554607	0.447501422324845	2.01398342508716
A269010006	FALSE	6	chr7	116700107	116700326	MET	1319.21363636364	0.748896922556679	0.995531476461112	0.21829362722214	0.827200339479648	0.0823892960174106	1.99106295292222
A269010006	FALSE	7	chr7	116731660	116731899	MET	1002.10833333333	0.795956790426783	1.01248134202356	-0.728387334672409	0.466376514091189	0.331263328011943	2.02496268404712
A269010006	FALSE	8	chr7	116739882	116740121	MET	593.095833333333	1.55132959886267	0.95052339077091	1.85605394797915	0.0634458689020035	1.19759665050343	1.90104678154182
A269010006	FALSE	9	chr7	116740814	116741053	MET	1168.95833333333	0.998556245038156	1.05594525732018	-1.4305094816445	0.15257084646513	0.816528444290118	2.11189051464035
A269010006	FALSE	10	chr7	116755327	116755566	MET	949.445833333333	0.933479271733604	1.00709268095243	-0.816460419465056	0.414236852391155	0.382751266914867	2.01418536190486
A269010006	FALSE	11	chr7	116757429	116757548	MET	808.241666666667	0.893225473554171	1.00970557637155	-0.192069794719641	0.847687534703897	0.0717642031221721	2.0194111527431
A269010006	FALSE	12	chr7	116757550	116757789	MET	705.645833333333	1.32630076860244	0.986371981443238	0.981879930455879	0.326159004134032	0.48657062759145	1.97274396288648
A269010006	FALSE	13	chr7	116758451	116758690	MET	668.0375	1.24707008713333	1.00065626394325	-0.0783725129175161	0.937531737776542	0.0280140214051353	2.0013125278865
A269010006	FALSE	14	chr7	116759383	116759502	MET	802.95	1.05848317778077	0.980691683004933	0.813588547415947	0.415880700952997	0.381031232710537	1.96138336600987
A269010006	FALSE	15	chr7	116763042	116763281	MET	158.479166666667	7.20781533434023	0.968358822469504	2.07497866125169	0.0379885124879367	1.42034771173427	1.93671764493901
A269010006	FALSE	16	chr7	116769637	116769876	MET	931.0375	0.851318048712085	1.01992473568929	-1.48998252137232	0.136228831768769	0.86573096765855	2.03984947137857
A269010006	FALSE	17	chr7	116771420	116771659	MET	818.125	1.19580648767874	0.992320937168058	0.439508558160223	0.660293082258208	0.180263252708551	1.98464187433612
A269010006	FALSE	18	chr7	116771811	116772050	MET	746.754166666667	1.23907912577209	1.00430684243212	-0.4370232791409	0.662094465552101	0.179080042371255	2.00861368486424
A269010006	FALSE	19	chr7	116774873	116775112	MET	1021.92083333333	0.793743621335452	0.986195022264308	0.823859496023221	0.410019397138298	0.387195597253771	1.97239004452862
A269010006	FALSE	20	chr7	116777361	116777480	MET	599.166666666667	1.38381641168289	1.07827694565588	-2.14694400378533	0.0317977398298966	1.49760374838941	2.15655389131176
A269010006	FALSE	21	chr7	116778748	116778987	MET	705.970833333333	1.20906967426023	1.01235818113479	-0.387455690493316	0.698418881968715	0.155884027859231	2.02471636226958
A269010006	FALSE	22	chr7	116781980	116782099	MET	615.95	1.51970863867918	1.03710866734973	-1.21514901267897	0.224309262935546	0.649152791692422	2.07421733469947
A269010006	FALSE	23	chr7	116783246	116783485	MET	941.316666666667	0.92720126064555	1.02203840449247	-1.09263446034971	0.274554326186685	0.561371708668492	2.04407680898493
A269010006	FALSE	24	chr7	116795587	116795872	MET	426.940559440559	2.72754786194449	0.989444456439355	0.689444025641698	0.490543886279963	0.309322132592665	1.97888891287871
A269010006	FALSE	25	chr7	116795873	116796158	MET	973.688811188811	1.11432764319394	0.982935012188598	1.32386081297321	0.185549274824205	0.731540738649942	1.9658700243772
A269010007	FALSE	1	chr7	116699007	116699226	MET	1286.55909090909	0.841084609444894	1.01834815923237	-0.808770821734174	0.418646982572391	0.37815203465247	2.03669631846474
A269010007	FALSE	2	chr7	116699227	116699446	MET	1378.36363636364	0.893897353031702	0.993334166540945	0.764785133395292	0.444399501810139	0.352226436592621	1.98666833308189
A269010007	FALSE	3	chr7	116699447	116699666	MET	1564.9	0.821293160372335	1.00742861834209	-0.225944055888262	0.821244932040532	0.0855272974852801	2.01485723668418
A269010007	FALSE	4	chr7	116699667	116699886	MET	1115.13181818182	1.24640054783576	0.968879038257064	1.02094510200439	0.307280449023117	0.512465071216092	1.93775807651413
A269010007	FALSE	5	chr7	116699887	116700106	MET	1280.45454545455	0.984039758608449	1.00504932787563	-0.666683364872573	0.504974406736082	0.2967306323664	2.01009865575127
A269010007	FALSE	6	chr7	116700107	116700326	MET	1439.22727272727	0.768031429955047	0.970729100335997	1.46645933763277	0.142523191106996	0.846114462319867	1.94145820067199
A269010007	FALSE	7	chr7	116731660	116731899	MET	1167.84166666667	0.801219248233327	1.00583130165813	-0.342553565096854	0.731934340263216	0.135527876510405	2.01166260331626
A269010007	FALSE	8	chr7	116739882	116740121	MET	766.15	1.44544163028391	1.02015539031112	-0.704495720593872	0.481124114158436	0.317742875515866	2.04031078062224
A269010007	FALSE	9	chr7	116740814	116741053	MET	1367.01666666667	1.03550204068212	1.01827006581359	-0.484446702109959	0.628068880947705	0.201992724136922	2.03654013162718
A269010007	FALSE	10	chr7	116755327	116755566	MET	1102.3375	0.937006966257309	1.00330112393802	-0.381438637168254	0.702877795838805	0.153120175984834	2.00660224787605
A269010007	FALSE	11	chr7	116757429	116757548	MET	940.85	0.882952391535056	1.02145342178277	-0.419672487707602	0.674724726178903	0.170873374258087	2.04290684356554
A269010007	FALSE	12	chr7	116757550	116757789	MET	804.404166666667	1.33619086591007	0.979071142074497	1.51913956237819	0.128727370250272	0.890329102785739	1.95814228414899
A269010007	FALSE	13	chr7	116758451	116758690	MET	772.370833333333	1.23497096781734	1.01045978147301	-1.23701146750848	0.216082825329309	0.665379750289939	2.02091956294602
A269010007	FALSE	14	chr7	116759383	116759502	MET	968.525	1.00282862498861	1.03511768928816	-1.40193894420298	0.160933479776522	0.793353598103133	2.07023537857632
A269010007	FALSE	15	chr7	116763042	116763281	MET	204.375	6.90369536031453	1.01101673892826	-0.691977578675644	0.488951409575336	0.310734297526323	2.02203347785652
A269010007	FALSE	16	chr7	116769637	116769876	MET	1017.7	0.862342782745406	1.0068853745791	-0.521559990393179	0.601976726473529	0.220420299040359	2.0137707491582
A269010007	FALSE	17	chr7	116771420	116771659	MET	898.633333333333	1.1941597496078	0.993689340906644	0.360691043574571	0.718330420837978	0.143675741081231	1.98737868181329
A269010007	FALSE	18	chr7	116771811	116772050	MET	850.891666666667	1.23442510743088	1.00809327097829	-0.818154598269157	0.413268916122752	0.383767258797737	2.01618654195659
A269010007	FALSE	19	chr7	116774873	116775112	MET	1220.725	0.764364580877309	1.02410031534509	-1.38503412163478	0.166042034048879	0.779781955064699	2.04820063069018
A269010007	FALSE	20	chr7	116777361	116777480	MET	609.066666666667	1.53224195490368	0.973826182583359	0.794882228681447	0.426682012700042	0.369895664967666	1.94765236516672
A269010007	FALSE	21	chr7	116778748	116778987	MET	853.704166666667	1.18796919087346	1.03033949508351	-0.934608411678052	0.349990142449913	0.455944187477999	2.06067899016701
A269010007	FALSE	22	chr7	116781980	116782099	MET	639.266666666667	1.6200651847429	0.972863941441076	0.947268519897188	0.343501967715631	0.464070770786111	1.94572788288215
A269010007	FALSE	23	chr7	116783246	116783485	MET	963.945833333333	0.985076962312025	0.961991126916045	2.00205445637188	0.0452788750271549	1.34410437191626	1.92398225383209
A269010007	FALSE	24	chr7	116795587	116795872	MET	511.013986013986	2.66579088352357	1.01236639691214	-0.789433023895189	0.429858960807408	0.366674015561417	2.02473279382429
A269010007	FALSE	25	chr7	116795873	116796158	MET	1174.20979020979	1.09482494233127	1.00044455802461	-0.0338841485705101	0.972969533538385	0.0119007585223133	2.00088911604922
A269010009	FALSE	1	chr7	116699007	116699226	MET	1490.81818181818	0.856796866001314	0.999673315548249	0.0146689700712315	0.988296274990813	0.00511284154087092	1.9993466310965
A269010009	FALSE	2	chr7	116699227	116699446	MET	1880.75454545455	0.878261908099425	1.01101820989643	-1.24203094203842	0.214225145965576	0.669129552583892	2.02203641979286
A269010009	FALSE	3	chr7	116699447	116699666	MET	2187.46363636364	0.783762509298856	1.05566957336079	-1.61583513218714	0.106129963506763	0.974161985104271	2.11133914672159
A269010009	FALSE	4	chr7	116699667	116699886	MET	1515.78636363636	1.17491371115503	1.02782983346328	-0.860613845151572	0.389450757974677	0.409547446571157	2.05565966692656
A269010009	FALSE	5	chr7	116699887	116700106	MET	1623.50454545455	1.00345866079086	0.985599643151067	1.93885861447185	0.0525185565082998	1.27968721916091	1.97119928630213
A269010009	FALSE	6	chr7	116700107	116700326	MET	1722.05	0.742481024390667	1.0041340243569	-0.200222717389094	0.841306400986904	0.075045806790183	2.0082680487138
A269010009	FALSE	7	chr7	116731660	116731899	MET	1053.41666666667	0.813303671954095	0.990886217724543	0.543454252682553	0.586817080501545	0.231497253622874	1.98177243544909
A269010009	FALSE	8	chr7	116739882	116740121	MET	695.070833333333	1.42873053028704	1.03208760452397	-1.10859830309489	0.267603510496123	0.572508193672918	2.06417520904795
A269010009	FALSE	9	chr7	116740814	116741053	MET	1837.7625	1.12540481573477	0.936925732299324	1.81767368186623	0.0691140225527619	1.16043382962359	1.87385146459865
A269010009	FALSE	10	chr7	116755327	116755566	MET	1055.24583333333	0.933116858331757	1.00748382583554	-0.861151852620776	0.38915441382469	0.409878039379835	2.01496765167108
A269010009	FALSE	11	chr7	116757429	116757548	MET	994.766666666667	0.900410760759084	1.00164811540505	-0.0328779655599705	0.973771904230639	0.0115427600978095	2.0032962308101
A269010009	FALSE	12	chr7	116757550	116757789	MET	803.141666666667	1.30286963348793	1.00411114319535	-0.290969328310912	0.771074777532033	0.112903502759973	2.00822228639071
A269010009	FALSE	13	chr7	116758451	116758690	MET	695.766666666667	1.26484373752375	0.986594989756817	1.62367233595119	0.10444575818908	0.981109193141627	1.97318997951363
A269010009	FALSE	14	chr7	116759383	116759502	MET	949.583333333333	1.02330820678517	1.0144017629951	-0.586676324870058	0.557421111168672	0.253816587308326	2.0288035259902
A269010009	FALSE	15	chr7	116763042	116763281	MET	170.320833333333	6.9835979198561	0.999449230874845	0.034995013039178	0.972083717457473	0.0122963313040057	1.99889846174969
A269010009	FALSE	16	chr7	116769637	116769876	MET	1003.7625	0.859390847491867	1.01034394112326	-0.780860632102859	0.434884468513304	0.361626102473584	2.02068788224652
A269010009	FALSE	17	chr7	116771420	116771659	MET	829.929166666667	1.14723525577107	1.03433346260569	-1.8852471797852	0.0593964737615026	1.22623933736526	2.06866692521138
